iter	Quantile:alpha=0.65
157	0.1938891869
158	0.193625502
159	0.1933423609
160	0.1930736541
161	0.1928143818
162	0.1925248085
163	0.192261853
164	0.1919930393
165	0.1917531452
166	0.1914960339
167	0.1912460614
168	0.1910074471
169	0.1907280313
170	0.1904819612
171	0.1902310688
172	0.189966955
173	0.189731806
174	0.1895072376
175	0.1892418152
176	0.1890477768
177	0.1888178671
178	0.1886257173
179	0.1884098685
180	0.1881810189
181	0.1880203317
182	0.1878302092
183	0.1876429035
184	0.1874517038
185	0.1872151711
186	0.1869882715
187	0.18676341
188	0.1865947268
189	0.186416777
190	0.1862466217
191	0.186071545
192	0.1859259677
193	0.1857172348
194	0.1855209928
195	0.185369198
196	0.1851652126
197	0.1849651162
198	0.1847776043
199	0.1846458393
200	0.1844587555
201	0.1842820194
202	0.1841183609
203	0.1839361494
204	0.1837519929
205	0.1835790572
206	0.1834172238
207	0.1832578931
208	0.1830993187
209	0.1829561789
210	0.1827967884
211	0.1826246204
212	0.1824787329
213	0.1823116902
214	0.1821718532
215	0.1820454435
216	0.1819039808
217	0.1817659515
218	0.1816533639
219	0.1815233005
220	0.181398728
221	0.1812914785
222	0.181202774
223	0.1810710978
224	0.1809767229
225	0.1808717744
226	0.1807543082
227	0.1806281199
228	0.1805040264
229	0.18038227
230	0.1802819391
231	0.180191595
232	0.180069293
233	0.1799319041
234	0.1798200558
235	0.1797231238
236	0.1796224258
237	0.1795022289
238	0.179414441
239	0.1793227263
240	0.179227245
241	0.1791513694
242	0.1790573212
243	0.1789587898
244	0.178864514
245	0.1787690482
246	0.1786844978
247	0.1785984825
248	0.1785037286
249	0.1784343039
250	0.1783449408
251	0.1782413021
252	0.1781706006
253	0.1780911664
254	0.1780081698
255	0.1779252446
256	0.177862765
257	0.1777938153
258	0.177700618
259	0.1776044832
260	0.1775316506
261	0.1774658064
262	0.1773827465
263	0.1772858279
264	0.1771843589
265	0.1771045864
266	0.1770414542
267	0.1769619524
268	0.176877077
269	0.1768217266
270	0.1767603544
271	0.1766947521
272	0.1766425462
273	0.1765696239
274	0.1764863836
275	0.1763944525
276	0.1763379494
277	0.1762415641
278	0.1761520264
279	0.1760670437
280	0.1759995867
281	0.1759560101
282	0.1758968455
283	0.1758498364
284	0.1758037025
285	0.1757654327
286	0.1757118965
287	0.1756667205
288	0.1756006121
289	0.1755433637
290	0.1754888611
291	0.1754216287
292	0.1753686945
293	0.1753163803
294	0.1752372075
295	0.1752034895
296	0.1751511621
297	0.1751010963
298	0.1750562751
299	0.1750199952
300	0.1749751369
301	0.1749244542
302	0.1748787315
303	0.1748323448
304	0.1747919411
305	0.1747515128
306	0.1747133743
307	0.1746548487
308	0.1745790923
309	0.1745363639
310	0.1744953692
311	0.174452976
312	0.1744166023
313	0.1743846004
314	0.1743282133
315	0.1742923638
316	0.1742631028
317	0.1742364716
318	0.1741947781
319	0.1741523068
320	0.1741239123
321	0.1740717433
322	0.1740328372
323	0.1739997499
324	0.1739393804
325	0.173907443
326	0.1738583744
327	0.1737999072
328	0.1737659902
329	0.1737304625
330	0.1736981733
331	0.173652296
332	0.1736142052
333	0.17357613
334	0.1735415683
335	0.1735123801
336	0.1734451497
337	0.1734055655
338	0.1733781603
339	0.1733502855
340	0.1733207802
341	0.1732885549
342	0.1732660961
343	0.1732399128
344	0.1731999985
345	0.1731681909
346	0.1731448914
347	0.1731063661
348	0.1730685193
349	0.173044021
350	0.1730164503
351	0.1729899611
352	0.1729718251
353	0.1729449665
354	0.172875451
355	0.1728589321
356	0.1728213903
357	0.1727787108
358	0.1727380225
359	0.172719887
360	0.172691429
361	0.1726617348
362	0.1726485464
363	0.1726231756
364	0.1725992465
365	0.1725574861
366	0.1725335056
367	0.1724951348
368	0.1724552409
369	0.172414221
370	0.1723977036
371	0.1723808136
372	0.1723597831
373	0.1723214567
374	0.1723044769
375	0.1722615666
376	0.172239081
377	0.1722147616
378	0.1721828415
379	0.172166049
380	0.1721461204
381	0.1721179023
382	0.1720980198
383	0.1720532839
384	0.1720285007
385	0.1720072547
386	0.1719855696
387	0.17194751
388	0.1719180523
389	0.1719018944
390	0.1718768088
391	0.1718498421
392	0.1718288666
393	0.1718110881
394	0.1717925993
395	0.1717701982
396	0.1717513736
397	0.1717109076
398	0.1716824066
399	0.1716565426
400	0.1716436366
401	0.1716156248
402	0.1715843246
403	0.1715564971
404	0.1715282136
405	0.1714711286
406	0.1714362497
407	0.1713916376
408	0.1713757102
409	0.1713606657
410	0.171341844
411	0.1713188804
412	0.1713024121
413	0.1712885136
414	0.1712703453
415	0.1712491449
416	0.1712321213
417	0.1712114493
418	0.1711562357
419	0.1711397886
420	0.171112177
421	0.1711006306
422	0.1710747411
423	0.1710512731
424	0.1710399578
425	0.1710086734
426	0.1709935869
427	0.1709704736
428	0.170954998
429	0.1709323789
430	0.1709088414
431	0.1708855476
432	0.1708336951
433	0.170800614
434	0.1707840469
435	0.1707308061
436	0.1707143006
437	0.1707000945
438	0.1706817388
439	0.1706593088
440	0.1706369472
441	0.1706234358
442	0.1706098923
443	0.1705580333
444	0.1705461029
445	0.1705191523
446	0.1704992986
447	0.1704713489
448	0.1704511988
449	0.170430639
450	0.1704204592
451	0.1704050303
452	0.1703884995
453	0.1703637076
454	0.1703450523
455	0.1703211045
456	0.1702890788
457	0.1702729743
458	0.1702491282
459	0.1702310975
460	0.1702220912
461	0.1701998407
462	0.170182482
463	0.1701677983
464	0.1701591961
465	0.1701506986
466	0.170130271
467	0.170121454
468	0.1701012448
469	0.170092358
470	0.1700866873
471	0.1700744965
472	0.1700434041
473	0.1700187339
474	0.1700085103
475	0.1699991601
476	0.1699706735
477	0.1699610627
478	0.1699382967
479	0.1699220773
480	0.1699205302
481	0.1699060707
482	0.1698708785
483	0.1698517617
484	0.169836943
485	0.169810736
486	0.1698072019
487	0.1697935859
488	0.1697883193
489	0.1697530791
490	0.1697336907
491	0.169717311
492	0.1697020005
493	0.1696853961
494	0.169658662
495	0.1696541286
496	0.1696428356
497	0.169619886
498	0.1696115492
499	0.1695938038
500	0.1695780144
501	0.1695723626
502	0.1695620064
503	0.1695484068
504	0.1695404767
505	0.1695271319
506	0.1695152076
507	0.1694927739
508	0.1694856693
509	0.1694798147
510	0.1694727455
511	0.1694688981
512	0.1694638115
513	0.1694581849
514	0.1694434288
515	0.1694365505
516	0.1694070907
517	0.1694012049
518	0.1693824763
519	0.1693767811
520	0.169374013
521	0.1693571704
522	0.1693474933
523	0.1693397497
524	0.1693362782
525	0.1693200415
526	0.1693001749
527	0.1692921631
528	0.1692852591
529	0.1692653294
530	0.1692616957
531	0.1692446305
532	0.1692369999
533	0.1692226146
534	0.1692171882
535	0.1692111022
536	0.169207985
537	0.1692029843
538	0.1691870063
539	0.1691755512
540	0.1691568827
541	0.1691480763
542	0.1691426982
543	0.16913866
544	0.1691325246
545	0.1691268611
546	0.1691218972
547	0.1691122965
548	0.1690983867
549	0.1690958823
550	0.1690899975
551	0.1690786377
552	0.1690742648
553	0.1690540121
554	0.1690498959
555	0.1690458858
556	0.1690394549
557	0.1690367558
558	0.1690264047
559	0.1690253992
560	0.1690205505
561	0.1690156807
562	0.1690125215
563	0.1690074809
564	0.1690019859
565	0.1689854406
566	0.168973772
567	0.168960703
568	0.1689435041
569	0.1689369456
570	0.1689333417
571	0.1689201418
572	0.1689120454
573	0.1689074498
574	0.1688974002
575	0.1688845492
576	0.1688810498
577	0.1688728819
578	0.1688702184
579	0.1688584706
580	0.1688512922
581	0.1688457234
582	0.1688218477
583	0.1688126621
584	0.1688097487
585	0.168802084
586	0.1687786817
587	0.1687729789
588	0.1687702573
589	0.1687613282
590	0.1687567881
591	0.1687463001
592	0.1687346307
593	0.1687161169
594	0.1687069884
595	0.1686991563
596	0.1686911133
597	0.1686841197
598	0.1686737361
599	0.1686707706
600	0.1686653305
601	0.168660146
602	0.1686536605
603	0.168645159
604	0.168642903
605	0.1686384576
606	0.1686318903
607	0.1686288811
608	0.1686142102
609	0.1686046747
610	0.1685900112
611	0.168581524
612	0.1685768713
613	0.168564315
614	0.1685571635
615	0.1685484702
616	0.1685371971
617	0.1685340749
618	0.168519875
619	0.1685125926
620	0.168507805
621	0.1684941062
622	0.1684893395
623	0.1684778647
624	0.1684733401
625	0.1684551814
626	0.1684522449
627	0.1684411341
628	0.1684300517
629	0.1684256925
630	0.1684176898
631	0.1684136265
632	0.1683982362
633	0.1683948756
634	0.1683846022
635	0.1683798697
636	0.1683697828
637	0.168364772
638	0.1683554754
639	0.1683485449
640	0.1683358601
641	0.1683171652
642	0.1683137554
643	0.168305441
644	0.1682988451
645	0.1682898183
646	0.1682842647
647	0.1682732633
648	0.1682650838
649	0.168244082
650	0.1682408443
651	0.1682336427
652	0.1682145311
653	0.1681970055
654	0.1681892411
655	0.1681864781
656	0.1681826358
657	0.1681768613
658	0.1681728116
659	0.1681657874
660	0.1681620346
661	0.1681608775
662	0.1681591621
663	0.1681563488
664	0.1681531867
665	0.1681512594
666	0.1681351912
667	0.1681285307
668	0.1681223317
669	0.1681156729
670	0.1681051676
671	0.168102731
672	0.1680955451
673	0.1680783064
674	0.1680739716
675	0.1680586167
676	0.1680516687
677	0.1680401386
678	0.1680356096
679	0.1680293363
680	0.1680236499
681	0.1680191918
682	0.168009976
683	0.1680021111
684	0.1679925193
685	0.1679900591
686	0.1679833631
687	0.1679757893
688	0.1679725296
689	0.1679679721
690	0.1679648277
691	0.1679630309
692	0.1679491085
693	0.1679446647
694	0.16793765
695	0.1679332609
696	0.1679289188
697	0.1679267376
698	0.1678973769
699	0.1678798157
700	0.1678776041
701	0.1678716725
702	0.1678675955
703	0.167863466
704	0.1678531562
705	0.1678356141
706	0.1678303001
707	0.1678233555
708	0.1678201285
709	0.1678035479
710	0.1678011977
711	0.1677970201
712	0.1677940684
713	0.1677879309
714	0.1677845891
715	0.1677746934
716	0.1677720733
717	0.1677542437
718	0.1677513187
719	0.1677494212
720	0.1677430072
721	0.1677385452
722	0.1677334621
723	0.1677316417
724	0.1677195824
725	0.1677166018
726	0.1677075899
727	0.1677032085
728	0.1677018451
729	0.1676999192
730	0.1676978533
731	0.1676959235
732	0.1676871801
733	0.1676852323
734	0.1676822464
735	0.1676724432
736	0.1676705217
737	0.1676687939
738	0.1676671392
739	0.1676603587
740	0.1676549653
741	0.1676530681
742	0.1676427067
743	0.1676410138
744	0.167626556
745	0.1676250695
746	0.1676153332
747	0.1676116386
748	0.1676102383
749	0.1676076861
750	0.1676059976
751	0.1676038468
752	0.1675994933
753	0.167597852
754	0.1675964598
755	0.1675950667
756	0.1675936432
757	0.1675866954
758	0.167584706
759	0.1675840063
760	0.1675802305
761	0.1675714002
762	0.1675685376
763	0.1675672125
764	0.1675655371
765	0.167564743
766	0.1675640373
767	0.1675602737
768	0.1675579944
769	0.1675559031
770	0.1675496136
771	0.167548227
772	0.1675470342
773	0.1675459955
774	0.1675282025
775	0.1675279059
776	0.1675231191
777	0.1675217446
778	0.1675210372
779	0.1675177369
780	0.1675165352
781	0.1675152966
782	0.1675139644
783	0.1675136082
784	0.1675123492
785	0.1675043727
786	0.1675029716
787	0.167499447
788	0.1674973092
789	0.1674915099
790	0.1674910768
791	0.1674863834
792	0.1674741028
793	0.1674731528
794	0.1674671386
795	0.1674662466
796	0.1674641288
797	0.1674625462
798	0.1674523109
799	0.1674440868
800	0.1674434331
801	0.1674428154
802	0.1674397348
803	0.1674390704
804	0.1674380619
805	0.1674368571
806	0.1674351113
807	0.1674251853
808	0.1674239331
809	0.1674225095
810	0.1674204584
811	0.1674190334
812	0.1674186044
813	0.1674172329
814	0.1674165017
815	0.1674155555
816	0.1674134576
817	0.1674084616
818	0.1674079054
819	0.1674026075
820	0.167401716
821	0.1673986701
822	0.1673978131
823	0.1673972247
824	0.1673941009
825	0.1673896623
826	0.1673889026
827	0.1673885069
828	0.1673830154
829	0.1673788908
830	0.1673750419
831	0.167374221
832	0.1673735719
833	0.167371998
834	0.1673712832
835	0.1673693622
836	0.1673672802
837	0.1673607001
838	0.1673528416
839	0.167351886
840	0.1673503885
841	0.1673489799
842	0.1673432103
843	0.1673404805
844	0.167339673
845	0.1673366754
846	0.1673361889
847	0.1673347689
848	0.1673343439
849	0.1673327686
850	0.1673318846
851	0.1673292194
852	0.1673214744
853	0.1673211048
854	0.1673173027
855	0.1673096135
856	0.1673088956
857	0.1673083653
858	0.1673075978
859	0.1673069994
860	0.1673053971
861	0.1673038966
862	0.1673038802
863	0.1672951621
864	0.1672937502
865	0.1672920691
866	0.1672874537
867	0.1672858807
868	0.1672833604
869	0.1672747411
870	0.1672735129
871	0.1672726455
872	0.1672636139
873	0.1672618856
874	0.1672570019
875	0.1672569411
876	0.167256493
877	0.1672511801
878	0.167243104
879	0.1672421798
880	0.1672386874
881	0.1672255054
882	0.1672241169
883	0.1672236373
884	0.1672236201
885	0.1672215146
886	0.1671995999
887	0.1671789506
888	0.1671728185
889	0.1671707948
890	0.1671648738
891	0.1671442697
892	0.1671396018
893	0.167126437
894	0.1671111452
895	0.1670888667
896	0.1670764557
897	0.1670664349
898	0.1670607112
899	0.1670533777
900	0.1670268254
901	0.1670173765
902	0.1669950946
903	0.1669676405
904	0.1669637665
905	0.1669352295
906	0.1668993605
907	0.1668714052
908	0.1668680136
909	0.1668462529
910	0.1668196055
911	0.1668105511
912	0.1668017437
913	0.1667779016
914	0.1667569133
915	0.1667294541
916	0.1667206911
917	0.1666996451
918	0.1666799816
919	0.1666531028
920	0.1666445353
921	0.1666374035
922	0.166600838
923	0.1665727868
924	0.1665387587
925	0.1664983238
926	0.1664901238
927	0.166479977
928	0.1664765004
929	0.1664383466
930	0.1664048424
931	0.1663609732
932	0.1663167951
933	0.1662795482
934	0.166272923
935	0.1662298803
936	0.1662269663
937	0.1662043606
938	0.1662023002
939	0.1661700549
940	0.1661589379
941	0.1661523215
942	0.166150175
943	0.1661480361
944	0.1661332844
945	0.1661259483
946	0.1661186445
947	0.166100738
948	0.1660980601
949	0.1660956681
950	0.1660932405
951	0.1660892117
952	0.166068461
953	0.1660661566
954	0.1660245394
955	0.1659882686
956	0.1659615396
957	0.1659514903
958	0.1659275945
959	0.1659177407
960	0.1658958342
961	0.1658937406
962	0.165891699
963	0.1658681827
964	0.1658665194
965	0.1658540057
966	0.1658521504
967	0.1658106089
968	0.165786399
969	0.1657844447
970	0.1657614544
971	0.1657185001
972	0.1656964054
973	0.1656799648
974	0.1656571658
975	0.1656343254
976	0.165632871
977	0.1656309895
978	0.1656293513
979	0.1656174347
980	0.1655960662
981	0.1655718499
982	0.1655361759
983	0.1655296354
984	0.1655279181
985	0.1655218765
986	0.1655156905
987	0.1655055892
988	0.1654820828
989	0.1654760742
990	0.1654677713
991	0.1654619806
992	0.165456367
993	0.1654242479
994	0.1653946344
995	0.1653670114
996	0.1653624494
997	0.1653397173
998	0.1653135163
999	0.1652884759
1000	0.1652597569
1001	0.1652448503
1002	0.1652383618
1003	0.1652101029
1004	0.1652058844
1005	0.1651768733
1006	0.1651357187
1007	0.1651250781
1008	0.1650967616
1009	0.1650886485
1010	0.1650695386
1011	0.1650645615
1012	0.1650460799
1013	0.1650377799
1014	0.1650096258
1015	0.1650045267
1016	0.1649936977
1017	0.1649867177
1018	0.1649631266
1019	0.164955937
1020	0.1649305308
1021	0.1649255994
1022	0.1649203066
1023	0.1649039384
1024	0.1648976981
1025	0.1648795532
1026	0.1648610142
1027	0.1648555813
1028	0.1648481321
1029	0.164829654
1030	0.1648241748
1031	0.1648052016
1032	0.1647986326
1033	0.1647906983
1034	0.1647858343
1035	0.1647827345
1036	0.164776447
1037	0.1647718583
1038	0.1647545323
1039	0.1647308858
1040	0.164723813
1041	0.1647008468
1042	0.1646977831
1043	0.1646858239
1044	0.1646828825
1045	0.1646787442
1046	0.1646579565
1047	0.1646531189
1048	0.1646373896
1049	0.164636159
1050	0.164632725
1051	0.1646303722
1052	0.16462393
1053	0.164604403
1054	0.1645840601
1055	0.1645807959
1056	0.1645717287
1057	0.1645535461
1058	0.1645504415
1059	0.1645501273
1060	0.1645483831
1061	0.1645426529
1062	0.1645399649
1063	0.164527066
1064	0.164524442
1065	0.1645079832
1066	0.164492219
1067	0.1644896309
1068	0.1644877845
1069	0.1644694593
1070	0.164469115
1071	0.1644521139
1072	0.1644382971
1073	0.1644328446
1074	0.1644156022
1075	0.1644134057
1076	0.1644060993
1077	0.1644057676
1078	0.1643859242
1079	0.1643856018
1080	0.1643619249
1081	0.1643486784
1082	0.1643483656
1083	0.1643480638
1084	0.1643463929
1085	0.1643415439
1086	0.1643218673
1087	0.1643026863
1088	0.1642893916
1089	0.1642856565
1090	0.1642752297
1091	0.1642742989
1092	0.1642676014
1093	0.1642594367
1094	0.1642576998
1095	0.1642477902
1096	0.1642474924
1097	0.1642449943
1098	0.164238628
1099	0.1642306352
1100	0.1642269213
1101	0.1642118734
1102	0.1642042256
1103	0.1641970963
1104	0.1641969976
1105	0.1641920363
1106	0.164173262
1107	0.1641717541
1108	0.1641627896
1109	0.1641446004
1110	0.16413982
1111	0.1641331554
1112	0.164120729
1113	0.1641034765
1114	0.1640933445
1115	0.164093255
1116	0.1640931438
1117	0.1640877832
1118	0.1640877038
1119	0.1640844851
1120	0.1640843231
1121	0.1640841918
1122	0.1640802216
1123	0.1640750097
1124	0.164068522
1125	0.1640635537
1126	0.1640632439
1127	0.16405653
1128	0.1640517557
1129	0.1640471311
1130	0.1640467804
1131	0.1640464646
1132	0.1640419575
1133	0.1640375842
1134	0.1640373285
1135	0.1640370843
1136	0.1640368477
1137	0.1640366195
1138	0.1640324137
1139	0.1640287097
1140	0.1640284944
1141	0.1640258009
1142	0.1640255918
1143	0.1640253875
1144	0.1640213098
1145	0.1640197308
1146	0.164019545
1147	0.1640176071
1148	0.1640174348
1149	0.1640135345
1150	0.1640133728
1151	0.164012377
1152	0.1640103289
1153	0.1639905294
1154	0.1639882159
1155	0.1639880663
1156	0.1639869401
1157	0.1639745462
1158	0.163962393
1159	0.1639613918
1160	0.1639609664
1161	0.1639553212
1162	0.1639552671
1163	0.1639552147
1164	0.1639534275
1165	0.1639511588
1166	0.1639482495
1167	0.163945432
1168	0.1639426741
